source,target,start,end
LeCommunard,delucca,2018-07-25 11:16:46,2018-07-25 11:16:46
Julianaqos,delucca,2018-07-25 11:16:28,2018-07-25 11:16:28
rsf_servullo,delucca,2018-07-25 11:11:54,2018-07-25 11:11:54
jnnfrluz,delucca,2018-07-25 11:08:17,2018-07-25 11:08:17
Dezenov,delucca,2018-07-25 11:05:18,2018-07-25 11:05:18
rcfernan10,delucca,2018-07-25 11:02:11,2018-07-25 11:02:11
Novim_tricolor,delucca,2018-07-25 11:02:03,2018-07-25 11:02:03
WSkika,delucca,2018-07-25 10:57:56,2018-07-25 10:57:56
kalilsantosbr,cyrusafa,2018-07-25 10:40:56,2018-07-25 10:40:56
EvanRodrigues2,delucca,2018-07-25 10:39:54,2018-07-25 10:39:54
codein07,delucca,2018-07-25 10:38:45,2018-07-25 10:38:45
Olifrancesca,delucca,2018-07-25 10:36:44,2018-07-25 10:36:44
MariluParreiras,delucca,2018-07-25 10:34:53,2018-07-25 10:34:53
ThomasRafaelAT,delucca,2018-07-25 10:28:01,2018-07-25 10:28:01
geancarlobc,delucca,2018-07-25 10:27:28,2018-07-25 10:27:28
MarcosBatatinha,delucca,2018-07-25 10:19:03,2018-07-25 10:19:03
EmersonDaviB,delucca,2018-07-25 10:15:41,2018-07-25 10:15:41
AlyssonMandela,delucca,2018-07-25 10:12:33,2018-07-25 10:12:33
Castro_WR,delucca,2018-07-25 10:12:30,2018-07-25 10:12:30
ribeirowagner17,delucca,2018-07-25 10:11:37,2018-07-25 10:11:37
ninobec,delucca,2018-07-25 10:09:53,2018-07-25 10:09:53
dnrazevedo,delucca,2018-07-25 10:06:53,2018-07-25 10:06:53
theleft_side,delucca,2018-07-25 09:58:10,2018-07-25 09:58:10
marcostormenta,delucca,2018-07-25 09:56:43,2018-07-25 09:56:43
beruta,delucca,2018-07-25 09:54:55,2018-07-25 09:54:55
ZLeiteVanderlei,delucca,2018-07-25 09:53:32,2018-07-25 09:53:32
robibh,delucca,2018-07-25 09:52:50,2018-07-25 09:52:50
danpac2006,delucca,2018-07-25 09:51:19,2018-07-25 09:51:19
felipepb1,delucca,2018-07-25 09:45:26,2018-07-25 09:45:26
pytermartins,delucca,2018-07-25 09:44:26,2018-07-25 09:44:26
zehdeabreu,delucca,2018-07-25 09:42:23,2018-07-25 09:42:23
McThy11,delucca,2018-07-25 09:38:44,2018-07-25 09:38:44
canovelino,ErnestoPamplona,2018-07-25 09:38:09,2018-07-25 09:38:09
canovelino,PatoCorporation,2018-07-25 09:37:48,2018-07-25 09:37:48
midiatico,delucca,2018-07-25 09:36:38,2018-07-25 09:36:38
carlosffrank,delucca,2018-07-25 09:35:20,2018-07-25 09:35:20
smfantini,delucca,2018-07-25 09:24:56,2018-07-25 09:24:56
AlexRocha2012,delucca,2018-07-25 09:13:28,2018-07-25 09:13:28
Marcia_Viveiros,delucca,2018-07-25 09:13:10,2018-07-25 09:13:10
nevesvr,delucca,2018-07-25 09:04:06,2018-07-25 09:04:06
Dezao1977,cyrusafa,2018-07-25 08:58:44,2018-07-25 08:58:44
marqueskdu,delucca,2018-07-25 08:53:03,2018-07-25 08:53:03
ErnestoPamplona,belicamorais,2018-07-25 08:44:54,2018-07-25 08:44:54
MariluParreiras,delucca,2018-07-25 08:41:04,2018-07-25 08:41:04
lavelar6,delucca,2018-07-25 08:27:06,2018-07-25 08:27:06
dnrazevedo,delucca,2018-07-25 08:19:14,2018-07-25 08:19:14
luis__pedrosa,delucca,2018-07-25 08:18:24,2018-07-25 08:18:24
agesantana,delucca,2018-07-25 08:02:52,2018-07-25 08:02:52
StellaMendonca,Frmarchetaria,2018-07-25 07:51:18,2018-07-25 07:51:18
dubaeta,delucca,2018-07-25 07:11:22,2018-07-25 07:11:22
PEDRO0PEIXE,delucca,2018-07-25 05:50:41,2018-07-25 05:50:41
muriloal11,delucca,2018-07-25 05:49:34,2018-07-25 05:49:34
SuCidreira,delucca,2018-07-25 05:47:34,2018-07-25 05:47:34
JulianaPaulaMa3,delucca,2018-07-25 05:43:06,2018-07-25 05:43:06
SophiaSouzaMel2,delucca,2018-07-25 05:35:50,2018-07-25 05:35:50
drebm,delucca,2018-07-25 05:34:43,2018-07-25 05:34:43
Sigaopatoofici1,delucca,2018-07-25 05:32:26,2018-07-25 05:32:26
Cabelol_,delucca,2018-07-25 05:28:36,2018-07-25 05:28:36
Arruda1Walter,delucca,2018-07-25 05:26:41,2018-07-25 05:26:41
antoniouga,delucca,2018-07-25 05:11:37,2018-07-25 05:11:37
EdileudaRego,delucca,2018-07-25 05:04:50,2018-07-25 05:04:50
acabraquele,delucca,2018-07-25 05:03:14,2018-07-25 05:03:14
MilaBelitardo,delucca,2018-07-25 04:58:42,2018-07-25 04:58:42
crispino,delucca,2018-07-25 04:55:26,2018-07-25 04:55:26
AdriAdriAmo,delucca,2018-07-25 04:51:03,2018-07-25 04:51:03
ferrazewerton,cyrusafa,2018-07-25 04:51:01,2018-07-25 04:51:01
DilmaResiste,delucca,2018-07-25 04:50:04,2018-07-25 04:50:04
francioni01,delucca,2018-07-25 04:31:09,2018-07-25 04:31:09
francioni01,delucca,2018-07-25 04:25:41,2018-07-25 04:25:41
jhsn86,delucca,2018-07-25 04:22:30,2018-07-25 04:22:30
prttorbes,delucca,2018-07-25 04:05:44,2018-07-25 04:05:44
eduholst,delucca,2018-07-25 03:57:42,2018-07-25 03:57:42
leticiabernal,delucca,2018-07-25 03:57:41,2018-07-25 03:57:41
22Viajante,delucca,2018-07-25 03:55:15,2018-07-25 03:55:15
math_her,delucca,2018-07-25 03:54:14,2018-07-25 03:54:14
1ukamendes,delucca,2018-07-25 03:39:56,2018-07-25 03:39:56
MarioFe93612169,Fabio_sof,2018-07-25 03:36:41,2018-07-25 03:36:41
Felipe_mengo81,delucca,2018-07-25 03:31:35,2018-07-25 03:31:35
RodrigoRGF2,delucca,2018-07-25 03:29:31,2018-07-25 03:29:31
LuciaMariaCast5,jaqueswagner,2018-07-25 03:25:19,2018-07-25 03:25:19
bia_peppe,cyrusafa,2018-07-25 03:17:42,2018-07-25 03:17:42
gleissoncaixeta,delucca,2018-07-25 03:11:54,2018-07-25 03:11:54
mtsbrasil1,delucca,2018-07-25 03:08:06,2018-07-25 03:08:06
WSkika,delucca,2018-07-25 03:06:40,2018-07-25 03:06:40
handnunes,delucca,2018-07-25 03:04:42,2018-07-25 03:04:42
gustavogn,delucca,2018-07-25 03:02:47,2018-07-25 03:02:47
comsemcoice,cyrusafa,2018-07-25 03:01:03,2018-07-25 03:01:03
_JulianaMuniz,delucca,2018-07-25 03:00:33,2018-07-25 03:00:33
Waltherjunior,delucca,2018-07-25 03:00:12,2018-07-25 03:00:12
marcio1980,delucca,2018-07-25 02:59:52,2018-07-25 02:59:52
Ne_underwater,delucca,2018-07-25 02:57:40,2018-07-25 02:57:40
WSkika,delucca,2018-07-25 02:56:19,2018-07-25 02:56:19
julianfmel,cyrusafa,2018-07-25 02:56:09,2018-07-25 02:56:09
_lucy_in_sky_,delucca,2018-07-25 02:53:21,2018-07-25 02:53:21
Warley_Lopes,cyrusafa,2018-07-25 02:51:26,2018-07-25 02:51:26
wlalvesdacosta,delucca,2018-07-25 02:46:59,2018-07-25 02:46:59
sanuvas,delucca,2018-07-25 02:45:53,2018-07-25 02:45:53
EdithMagalhaes,delucca,2018-07-25 02:45:38,2018-07-25 02:45:38
didi_forelsket,delucca,2018-07-25 02:38:15,2018-07-25 02:38:15
Renata_Bastos1,delucca,2018-07-25 02:37:56,2018-07-25 02:37:56
giselia__souza,delucca,2018-07-25 02:36:47,2018-07-25 02:36:47
camilosales,delucca,2018-07-25 02:36:44,2018-07-25 02:36:44
giselia__souza,delucca,2018-07-25 02:34:20,2018-07-25 02:34:20
wagnerbsb,delucca,2018-07-25 02:34:09,2018-07-25 02:34:09
rdelprte,delucca,2018-07-25 02:33:07,2018-07-25 02:33:07
Eduardo_Soares_,cyrusafa,2018-07-25 02:29:29,2018-07-25 02:29:29
ralvarezdj,delucca,2018-07-25 02:28:12,2018-07-25 02:28:12
lenz_paulo,delucca,2018-07-25 02:28:09,2018-07-25 02:28:09
Sergiotadai,delucca,2018-07-25 02:28:04,2018-07-25 02:28:04
francaverdade,cyrusafa,2018-07-25 02:27:22,2018-07-25 02:27:22
andereickhoff,delucca,2018-07-25 02:26:28,2018-07-25 02:26:28
Diatribicus,cyrusafa,2018-07-25 02:26:12,2018-07-25 02:26:12
WALNEICSANTOS,delucca,2018-07-25 02:25:50,2018-07-25 02:25:50
BlogdoMiro,delucca,2018-07-25 02:24:25,2018-07-25 02:24:25
DwAqui,cyrusafa,2018-07-25 02:20:27,2018-07-25 02:20:27
ziggycaca,cyrusafa,2018-07-25 02:19:31,2018-07-25 02:19:31
sandrotrix,delucca,2018-07-25 02:18:29,2018-07-25 02:18:29
marcosportela,delucca,2018-07-25 02:18:28,2018-07-25 02:18:28
paulomachadao,delucca,2018-07-25 02:17:19,2018-07-25 02:17:19
phreacks,delucca,2018-07-25 02:17:03,2018-07-25 02:17:03
jlimasa,cyrusafa,2018-07-25 02:15:22,2018-07-25 02:15:22
taatianekely,delucca,2018-07-25 02:11:49,2018-07-25 02:11:49
ph_panairbrasil,cyrusafa,2018-07-25 02:11:36,2018-07-25 02:11:36
JaksonAlencar,delucca,2018-07-25 02:10:35,2018-07-25 02:10:35
Ahasuerus_I_,delucca,2018-07-25 02:09:12,2018-07-25 02:09:12
AntroReality,delucca,2018-07-25 02:08:24,2018-07-25 02:08:24
wilmarvalente,delucca,2018-07-25 02:08:19,2018-07-25 02:08:19
zecaFLAury,delucca,2018-07-25 02:07:22,2018-07-25 02:07:22
carlos_figueiro,cyrusafa,2018-07-25 02:06:44,2018-07-25 02:06:44
BleyLacerda,cyrusafa,2018-07-25 02:04:29,2018-07-25 02:04:29
betolam,delucca,2018-07-25 02:03:45,2018-07-25 02:03:45
geancarlobc,delucca,2018-07-25 02:03:30,2018-07-25 02:03:30
PretaLulaSiva,delucca,2018-07-25 02:03:07,2018-07-25 02:03:07
ESQUERDAAVANTE,cyrusafa,2018-07-25 02:03:05,2018-07-25 02:03:05
bigossisnros,delucca,2018-07-25 02:03:03,2018-07-25 02:03:03
CELIAMARIAAL,delucca,2018-07-25 02:02:15,2018-07-25 02:02:15
LuigiLouco1914,delucca,2018-07-25 01:59:22,2018-07-25 01:59:22
odio_nao,cyrusafa,2018-07-25 01:58:17,2018-07-25 01:58:17
francildap13,delucca,2018-07-25 01:54:26,2018-07-25 01:54:26
odio_nao,cyrusafa,2018-07-25 01:54:21,2018-07-25 01:54:21
RHelomar,delucca,2018-07-25 01:52:25,2018-07-25 01:52:25
reginaaze,delucca,2018-07-25 01:52:02,2018-07-25 01:52:02
isaesg,cyrusafa,2018-07-25 01:52:00,2018-07-25 01:52:00
vivi11_gui,cyrusafa,2018-07-25 01:50:20,2018-07-25 01:50:20
r_nonato_pm,delucca,2018-07-25 01:50:02,2018-07-25 01:50:02
alexsandraponce,cyrusafa,2018-07-25 01:49:33,2018-07-25 01:49:33
monicarvrebelo,delucca,2018-07-25 01:48:11,2018-07-25 01:48:11
vancarvalho25,cyrusafa,2018-07-25 01:48:04,2018-07-25 01:48:04
FalarcomGimenes,delucca,2018-07-25 01:45:06,2018-07-25 01:45:06
alexsandraponce,cyrusafa,2018-07-25 01:43:31,2018-07-25 01:43:31
justing670,cyrusafa,2018-07-25 01:42:43,2018-07-25 01:42:43
BernardoCadarn,delucca,2018-07-25 01:40:04,2018-07-25 01:40:04
DannaOcean,cyrusafa,2018-07-25 01:39:59,2018-07-25 01:39:59
FlavioRocha1,delucca,2018-07-25 01:39:51,2018-07-25 01:39:51
yonaspe44,cyrusafa,2018-07-25 01:39:34,2018-07-25 01:39:34
Rangel_Lucia,cyrusafa,2018-07-25 01:38:51,2018-07-25 01:38:51
guifmz,delucca,2018-07-25 01:37:55,2018-07-25 01:37:55
guifmz,delucca,2018-07-25 01:37:44,2018-07-25 01:37:44
Geraldosadz,delucca,2018-07-25 01:36:38,2018-07-25 01:36:38
Sonia_mada,delucca,2018-07-25 01:34:10,2018-07-25 01:34:10
emanueldasilva,cyrusafa,2018-07-25 01:33:59,2018-07-25 01:33:59
felipe_42,delucca,2018-07-25 01:30:33,2018-07-25 01:30:33
PoetaDuduVieira,delucca,2018-07-25 01:25:25,2018-07-25 01:25:25
Jeanrleal,delucca,2018-07-25 01:25:22,2018-07-25 01:25:22
elima671a,delucca,2018-07-25 01:23:29,2018-07-25 01:23:29
Ramonabrt,cyrusafa,2018-07-25 01:23:15,2018-07-25 01:23:15
Tatilobatto,cyrusafa,2018-07-25 01:21:49,2018-07-25 01:21:49
eduardofrizzo,delucca,2018-07-25 01:20:35,2018-07-25 01:20:35
lcmoura,cyrusafa,2018-07-25 01:20:00,2018-07-25 01:20:00
silenovet,delucca,2018-07-25 01:17:46,2018-07-25 01:17:46
silenovet,delucca,2018-07-25 01:17:13,2018-07-25 01:17:13
ReisTanany,delucca,2018-07-25 01:16:33,2018-07-25 01:16:33
asdsilva2,delucca,2018-07-25 01:16:13,2018-07-25 01:16:13
Ramonabrt,delucca,2018-07-25 01:14:33,2018-07-25 01:14:33
marioasouza72,cyrusafa,2018-07-25 01:13:26,2018-07-25 01:13:26
MrLumertz,cyrusafa,2018-07-25 01:13:12,2018-07-25 01:13:12
MrLumertz,cyrusafa,2018-07-25 01:12:36,2018-07-25 01:12:36
carolsoliveira,delucca,2018-07-25 01:12:20,2018-07-25 01:12:20
urbana_bruno,delucca,2018-07-25 01:06:58,2018-07-25 01:06:58
Lulivianna,cyrusafa,2018-07-25 01:04:50,2018-07-25 01:04:50
julilhama,delucca,2018-07-25 01:03:26,2018-07-25 01:03:26
aneliram_gomes,delucca,2018-07-25 01:03:03,2018-07-25 01:03:03
edu_ross,delucca,2018-07-25 00:56:33,2018-07-25 00:56:33
SandraOliveira7,delucca,2018-07-25 00:56:31,2018-07-25 00:56:31
sandra_miria,cyrusafa,2018-07-25 00:56:06,2018-07-25 00:56:06
AnnaS_Gdottir,delucca,2018-07-25 00:53:49,2018-07-25 00:53:49
Alexia_fee,delucca,2018-07-25 00:51:14,2018-07-25 00:51:14
mariolobato,cyrusafa,2018-07-25 00:49:05,2018-07-25 00:49:05
normacousen,delucca,2018-07-25 00:48:11,2018-07-25 00:48:11
ohsmiths,delucca,2018-07-25 00:47:38,2018-07-25 00:47:38
mamendex,delucca,2018-07-25 00:44:06,2018-07-25 00:44:06
professorgerman,delucca,2018-07-25 00:42:28,2018-07-25 00:42:28
maria_becho,delucca,2018-07-25 00:36:58,2018-07-25 00:36:58
EvntHorizonn,delucca,2018-07-25 00:36:09,2018-07-25 00:36:09
LiLulaLivreJa,delucca,2018-07-25 00:36:00,2018-07-25 00:36:00
tocadolobo,delucca,2018-07-25 00:34:19,2018-07-25 00:34:19
zezaLulaestrela,cyrusafa,2018-07-25 00:34:04,2018-07-25 00:34:04
mamendex,delucca,2018-07-25 00:31:34,2018-07-25 00:31:34
perdyhoward,delucca,2018-07-25 00:29:40,2018-07-25 00:29:40
wilsoncabus,delucca,2018-07-25 00:28:17,2018-07-25 00:28:17
CEU_CARMESIM,pedrolapera,2018-07-25 00:28:17,2018-07-25 00:28:17
hfariasilva1969,cyrusafa,2018-07-25 00:27:31,2018-07-25 00:27:31
jdbolzan,delucca,2018-07-25 00:25:42,2018-07-25 00:25:42
sorayaamoreira,delucca,2018-07-25 00:24:48,2018-07-25 00:24:48
saraiva_ag,delucca,2018-07-25 00:24:47,2018-07-25 00:24:47
leticiavlh,delucca,2018-07-25 00:24:28,2018-07-25 00:24:28
mamendex,delucca,2018-07-25 00:24:21,2018-07-25 00:24:21
GilGODY,delucca,2018-07-25 00:20:23,2018-07-25 00:20:23
VictorSS_CE,delucca,2018-07-25 00:17:29,2018-07-25 00:17:29
Atorbiologo,delucca,2018-07-25 00:15:53,2018-07-25 00:15:53
jackson_vereda,delucca,2018-07-25 00:15:16,2018-07-25 00:15:16
MarcoCohim,delucca,2018-07-25 00:15:16,2018-07-25 00:15:16
Adrianafdef,delucca,2018-07-25 00:12:56,2018-07-25 00:12:56
GabiAugustas,delucca,2018-07-25 00:11:36,2018-07-25 00:11:36
jorgebahia13,delucca,2018-07-25 00:11:14,2018-07-25 00:11:14
claudia_abreu22,cyrusafa,2018-07-25 00:10:31,2018-07-25 00:10:31
hfariasilva1969,delucca,2018-07-25 00:10:06,2018-07-25 00:10:06
lacaldani,cyrusafa,2018-07-25 00:08:45,2018-07-25 00:08:45
BlogRogerioSR,delucca,2018-07-25 00:07:42,2018-07-25 00:07:42
hikeq,delucca,2018-07-25 00:07:35,2018-07-25 00:07:35
driolivera07,delucca,2018-07-25 00:06:59,2018-07-25 00:06:59
Ricardo02040104,cyrusafa,2018-07-25 00:06:51,2018-07-25 00:06:51
sidneybraga,delucca,2018-07-25 00:06:49,2018-07-25 00:06:49
SantosElson83,delucca,2018-07-25 00:04:50,2018-07-25 00:04:50
eu_sou_o_outro,delucca,2018-07-25 00:04:35,2018-07-25 00:04:35
AisleiMedeiros,delucca,2018-07-25 00:03:35,2018-07-25 00:03:35
EmidRR,delucca,2018-07-25 00:03:17,2018-07-25 00:03:17
OliveMelina_,delucca,2018-07-25 00:03:09,2018-07-25 00:03:09
hfariasilva1969,delucca,2018-07-24 23:59:50,2018-07-24 23:59:50
regina_colon,delucca,2018-07-24 23:59:42,2018-07-24 23:59:42
snark_hunter,delucca,2018-07-24 23:59:35,2018-07-24 23:59:35
TalitaTrGr,delucca,2018-07-24 23:57:30,2018-07-24 23:57:30
VFigueira1987,cyrusafa,2018-07-24 23:55:56,2018-07-24 23:55:56
antoniofsa07,delucca,2018-07-24 23:55:39,2018-07-24 23:55:39
ninalessaa,delucca,2018-07-24 23:55:25,2018-07-24 23:55:25
uelitos,delucca,2018-07-24 23:55:19,2018-07-24 23:55:19
pablovillaca,delucca,2018-07-24 23:54:52,2018-07-24 23:54:52
AisleiMedeiros,delucca,2018-07-24 23:53:45,2018-07-24 23:53:45
LdioPinho,jaqueswagner,2018-07-24 23:53:42,2018-07-24 23:53:42
violantesonia,delucca,2018-07-24 23:52:46,2018-07-24 23:52:46
giuliano_reis,cyrusafa,2018-07-24 23:52:28,2018-07-24 23:52:28
eu_sou_o_outro,delucca,2018-07-24 23:51:31,2018-07-24 23:51:31
valeria130693,delucca,2018-07-24 23:51:06,2018-07-24 23:51:06
gleissoncaixeta,delucca,2018-07-24 23:49:51,2018-07-24 23:49:51
helnazario,cyrusafa,2018-07-24 23:45:44,2018-07-24 23:45:44
nobresamigos,delucca,2018-07-24 23:44:43,2018-07-24 23:44:43
will001632,delucca,2018-07-24 23:44:41,2018-07-24 23:44:41
francildap13,jaqueswagner,2018-07-24 23:44:38,2018-07-24 23:44:38
JonathanVicent,delucca,2018-07-24 23:44:09,2018-07-24 23:44:09
galo_2018,jaqueswagner,2018-07-24 23:43:41,2018-07-24 23:43:41
adolfo_marques,delucca,2018-07-24 23:38:59,2018-07-24 23:38:59
brenodassis,delucca,2018-07-24 23:36:28,2018-07-24 23:36:28
adrianogchagas,jaqueswagner,2018-07-24 23:35:57,2018-07-24 23:35:57
bonassoli,cyrusafa,2018-07-24 23:35:54,2018-07-24 23:35:54
AnaGFadigas,delucca,2018-07-24 23:35:29,2018-07-24 23:35:29
marcosnicolau7,delucca,2018-07-24 23:35:15,2018-07-24 23:35:15
beteprof29,delucca,2018-07-24 23:29:29,2018-07-24 23:29:29
pahega,delucca,2018-07-24 23:28:53,2018-07-24 23:28:53
IZILDAMARIADE,cyrusafa,2018-07-24 23:27:27,2018-07-24 23:27:27
RamiroOliveir19,delucca,2018-07-24 23:27:12,2018-07-24 23:27:12
LuanRules,delucca,2018-07-24 23:27:04,2018-07-24 23:27:04
RobertoZezinho,delucca,2018-07-24 23:27:02,2018-07-24 23:27:02
AlanSavio_03,delucca,2018-07-24 23:26:28,2018-07-24 23:26:28
Lu_Argolo,cyrusafa,2018-07-24 23:25:39,2018-07-24 23:25:39
Haadok,delucca,2018-07-24 23:25:31,2018-07-24 23:25:31
esperleon,delucca,2018-07-24 23:25:11,2018-07-24 23:25:11
verdeol,delucca,2018-07-24 23:21:27,2018-07-24 23:21:27
Doug_psique,delucca,2018-07-24 23:20:07,2018-07-24 23:20:07
marcaoeducador,_edilenepires,2018-07-24 23:19:34,2018-07-24 23:19:34
lcarnizella,delucca,2018-07-24 23:19:29,2018-07-24 23:19:29
yoNoMeKhalo,delucca,2018-07-24 23:19:16,2018-07-24 23:19:16
JCSimonassi,delucca,2018-07-24 23:18:43,2018-07-24 23:18:43
dreulia,belicamorais,2018-07-24 23:18:25,2018-07-24 23:18:25
Taniellamendes,delucca,2018-07-24 23:18:17,2018-07-24 23:18:17
liamabat,cyrusafa,2018-07-24 23:16:49,2018-07-24 23:16:49
JoceyrR,delucca,2018-07-24 23:16:43,2018-07-24 23:16:43
Anselmo_C_Paiva,cyrusafa,2018-07-24 23:15:52,2018-07-24 23:15:52
dreulia,cyrusafa,2018-07-24 23:15:33,2018-07-24 23:15:33
laianny93485316,LeomarCLima,2018-07-24 23:09:15,2018-07-24 23:09:15
clauclausc,cyrusafa,2018-07-24 23:09:05,2018-07-24 23:09:05
Newtonj57,delucca,2018-07-24 23:08:24,2018-07-24 23:08:24
sorayaamoreira,delucca,2018-07-24 23:06:10,2018-07-24 23:06:10
JADILSONIC,delucca,2018-07-24 23:03:23,2018-07-24 23:03:23
andreaugfonseca,cyrusafa,2018-07-24 22:59:37,2018-07-24 22:59:37
Janecantanhede4,delucca,2018-07-24 22:58:24,2018-07-24 22:58:24
rone_pa,cyrusafa,2018-07-24 22:53:49,2018-07-24 22:53:49
fenunesalmeida,delucca,2018-07-24 22:53:20,2018-07-24 22:53:20
StellaMendonca,delucca,2018-07-24 22:53:11,2018-07-24 22:53:11
MoondogZ,cyrusafa,2018-07-24 22:52:55,2018-07-24 22:52:55
COSTAJR1,delucca,2018-07-24 22:52:00,2018-07-24 22:52:00
andreybgomes,delucca,2018-07-24 22:44:19,2018-07-24 22:44:19
sonia_machado,delucca,2018-07-24 22:43:57,2018-07-24 22:43:57
AnaLuManci,cyrusafa,2018-07-24 22:43:45,2018-07-24 22:43:45
RogerioTorresR,cyrusafa,2018-07-24 22:42:52,2018-07-24 22:42:52
danielmachadr,delucca,2018-07-24 22:42:50,2018-07-24 22:42:50
rtms1988,delucca,2018-07-24 22:42:29,2018-07-24 22:42:29
hfariasilva1969,cyrusafa,2018-07-24 22:41:42,2018-07-24 22:41:42
agesantana,delucca,2018-07-24 22:37:15,2018-07-24 22:37:15
UdsonPA,delucca,2018-07-24 22:34:38,2018-07-24 22:34:38
juliocesaramor,delucca,2018-07-24 22:32:36,2018-07-24 22:32:36
luckaz,cyrusafa,2018-07-24 22:32:00,2018-07-24 22:32:00
vlaoaot,belicamorais,2018-07-24 22:30:39,2018-07-24 22:30:39
hfariasilva1969,belicamorais,2018-07-24 22:28:15,2018-07-24 22:28:15
rldigital,delucca,2018-07-24 22:27:52,2018-07-24 22:27:52
vpnardo,cyrusafa,2018-07-24 22:27:06,2018-07-24 22:27:06
eupassosp29,delucca,2018-07-24 22:20:12,2018-07-24 22:20:12
walterameno,delucca,2018-07-24 22:18:57,2018-07-24 22:18:57
Taniellamendes,delucca,2018-07-24 22:18:56,2018-07-24 22:18:56
MoniJB071614,delucca,2018-07-24 22:18:30,2018-07-24 22:18:30
notlada_rg,cyrusafa,2018-07-24 22:18:26,2018-07-24 22:18:26
UlmanVictoria,cyrusafa,2018-07-24 22:15:35,2018-07-24 22:15:35
ViviCris52,delucca,2018-07-24 22:14:40,2018-07-24 22:14:40
vivi1304,delucca,2018-07-24 22:13:24,2018-07-24 22:13:24
wagnogueira,cyrusafa,2018-07-24 22:12:53,2018-07-24 22:12:53
Ivanovi99156186,dmptsp,2018-07-24 22:10:58,2018-07-24 22:10:58
Crysraf,cyrusafa,2018-07-24 22:10:44,2018-07-24 22:10:44
Vellazquez,delucca,2018-07-24 22:09:55,2018-07-24 22:09:55
jennialves__,delucca,2018-07-24 22:09:17,2018-07-24 22:09:17
joaosergio,delucca,2018-07-24 22:07:16,2018-07-24 22:07:16
sandra_miria,delucca,2018-07-24 22:07:04,2018-07-24 22:07:04
luckaz,cyrusafa,2018-07-24 22:06:46,2018-07-24 22:06:46
LciaPontes1,delucca,2018-07-24 22:04:56,2018-07-24 22:04:56
llaflavia,delucca,2018-07-24 22:04:12,2018-07-24 22:04:12
PauloRo30683052,delucca,2018-07-24 22:03:05,2018-07-24 22:03:05
NynyLula,delucca,2018-07-24 22:02:43,2018-07-24 22:02:43
Lulivianna,cyrusafa,2018-07-24 22:00:24,2018-07-24 22:00:24
mguerreiro06,delucca,2018-07-24 21:59:45,2018-07-24 21:59:45
darbio_rubem,cyrusafa,2018-07-24 21:59:29,2018-07-24 21:59:29
ASocolowski,delucca,2018-07-24 21:58:11,2018-07-24 21:58:11
luizhsrodrigues,cyrusafa,2018-07-24 21:55:32,2018-07-24 21:55:32
asampaio,cyrusafa,2018-07-24 21:55:13,2018-07-24 21:55:13
sob_golpe,delucca,2018-07-24 21:55:10,2018-07-24 21:55:10
MarioMacjunior,delucca,2018-07-24 21:54:21,2018-07-24 21:54:21
odio_nao,cyrusafa,2018-07-24 21:53:56,2018-07-24 21:53:56
fraca_abusada,delucca,2018-07-24 21:53:49,2018-07-24 21:53:49
bananasoberba,cyrusafa,2018-07-24 21:53:44,2018-07-24 21:53:44
MNMSonia,delucca,2018-07-24 21:52:02,2018-07-24 21:52:02
_tcandido,cyrusafa,2018-07-24 21:48:53,2018-07-24 21:48:53
rtitareis,cyrusafa,2018-07-24 21:48:48,2018-07-24 21:48:48
darbio_rubem,GroxkoMarcelo,2018-07-24 21:47:56,2018-07-24 21:47:56
Geovaax,cyrusafa,2018-07-24 21:47:29,2018-07-24 21:47:29
CartasMarottas,Cavalcanti13R,2018-07-24 21:47:15,2018-07-24 21:47:15
pimentadacasa,delucca,2018-07-24 21:46:37,2018-07-24 21:46:37
v_freire,cyrusafa,2018-07-24 21:45:28,2018-07-24 21:45:28
Rangel_Lucia,cyrusafa,2018-07-24 21:43:53,2018-07-24 21:43:53
RLivre,cyrusafa,2018-07-24 21:43:47,2018-07-24 21:43:47
daninava,cyrusafa,2018-07-24 21:43:41,2018-07-24 21:43:41
AlanVie61110460,delucca,2018-07-24 21:43:08,2018-07-24 21:43:08
sofattah,cyrusafa,2018-07-24 21:43:06,2018-07-24 21:43:06
pimentadacasa,delucca,2018-07-24 21:42:45,2018-07-24 21:42:45
pauloeduwcski,cyrusafa,2018-07-24 21:42:38,2018-07-24 21:42:38
Tomandonacuia,delucca,2018-07-24 21:41:49,2018-07-24 21:41:49
Anselmo_C_Paiva,delucca,2018-07-24 21:37:07,2018-07-24 21:37:07
pauloeduwcski,delucca,2018-07-24 21:37:06,2018-07-24 21:37:06
andressacassis,delucca,2018-07-24 21:36:25,2018-07-24 21:36:25
krakengami,cyrusafa,2018-07-24 21:36:20,2018-07-24 21:36:20
IsaakDinensen,delucca,2018-07-24 21:36:08,2018-07-24 21:36:08
EstelaMCorrea,delucca,2018-07-24 21:34:41,2018-07-24 21:34:41
ro_lustosa,cyrusafa,2018-07-24 21:32:08,2018-07-24 21:32:08
ccarlinhhos,delucca,2018-07-24 21:30:47,2018-07-24 21:30:47
MarcosExplica,delucca,2018-07-24 21:28:12,2018-07-24 21:28:12
otonipedro,delucca,2018-07-24 21:26:59,2018-07-24 21:26:59
BetoPereira19,delucca,2018-07-24 21:24:25,2018-07-24 21:24:25
fabimmartins3,delucca,2018-07-24 21:22:48,2018-07-24 21:22:48
